,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
44201,44211,37576410,PRIME Tourist Location! Private room 1 in Midtown,47800527,Jan Erik,Manhattan,Chelsea,40.74745,-73.99078,Private room,69,3,23,2019-11-18,6.45,5,48
24098,24105,20729981,Manhattan nyc private room 3  Columbia university,57049951,Eliahu,Manhattan,Harlem,40.81225,-73.95196999999997,Private room,69,2,10,2019-01-02,0.38,9,354
25392,25402,21603901,Cozy Private Room with Terrace in Williamsburg,46363732,Bérénice,Brooklyn,Williamsburg,40.71372,-73.95149,Private room,69,2,5,2018-03-18,0.2,1,0
17092,17092,14315012,"Cozy private room in downtown Manhattan, NYC",60995455,Melody,Manhattan,Greenwich Village,40.7305,-73.99647,Private room,69,1,4,2018-06-13,0.1,1,0
19740,19740,16794070,1 Bedroom in a gorgeous brownstone in South Harlem,37482532,Adam,Manhattan,East Harlem,40.80964,-73.93964,Entire home/apt,69,2,2,2017-02-05,0.06,1,0
4697,4697,3624653,S 2/Bedford Well-Lit Private Room,6472334,Matthew,Brooklyn,Williamsburg,40.71286,-73.96244,Private room,69,2,11,2016-04-29,0.17,2,0
27423,27433,22756078,Amazing Stay in Bushwick! Private Garden + Parking,17105274,Matt,Brooklyn,Bushwick,40.69124,-73.90236,Private room,69,14,7,2019-10-25,0.32,2,340
2045,2045,1025786,Fantastic 1br in Astoria/LIC,5647813,,Queens,Long Island City,40.74417,-73.94823000000002,Private room,69,28,13,2019-09-08,0.18,1,365
24374,24382,20942129,Huge Bedroom with Private bath - Close to Subway,147196210,Dylan,Brooklyn,Bath Beach,40.60303,-73.99596,Private room,69,2,57,2019-11-17,2.12,1,345
16827,16827,14070671,"Independent Basement Apt.2 bed  rooms, 1 Bath.",83377687,Fernando,Queens,Jackson Heights,40.75479,-73.85776,Entire home/apt,69,2,208,2019-11-15,5.26,2,138
32232,32242,27876238,"Massive, Private 1 Bedroom near Barclays Center",75287595,Nathan,Brooklyn,Park Slope,40.6783,-73.97559,Private room,69,1,13,2019-04-07,0.84,1,0
32007,32017,27656768,Central Park North Room,194843581,Hongzhi,Manhattan,Upper West Side,40.80116,-73.96088,Private room,69,2,10,2019-04-07,0.63,4,0
12118,12118,9827236,Beautiful Room with Private Balcony,25752230,Bruno,Brooklyn,Bushwick,40.69224000000001,-73.91834,Private room,69,2,0,,,1,0
27466,27476,22809557,"East Brodway in Lower East Side, quiete and cute!",168565806,Paolo,Manhattan,Lower East Side,40.71527,-73.9898,Private room,69,5,8,2019-09-05,0.38,2,346
23244,23245,20035645,Basement Studio Apt in a quiet area close to all,142312133,Kaci,Queens,Forest Hills,40.73362,-73.84747,Entire home/apt,69,2,51,2019-01-05,1.77,1,0
46783,46793,39074169,Beautiful room near highland Park and subways,68905617,Eric,Brooklyn,Cypress Hills,40.67942,-73.88215,Private room,69,2,1,2019-10-14,0.56,15,361
46782,46792,39073938,Clean comfy room near highland Park and subways,68905617,Eric,Brooklyn,Cypress Hills,40.68025,-73.8797,Private room,69,2,2,2019-10-21,1.11,15,365
22362,22363,19407781,Bed-Stuy Brownstone huge sunny room 25mins to LES,127357582,Shannon,Brooklyn,Bedford-Stuyvesant,40.6834,-73.92035,Private room,69,2,75,2019-11-12,2.51,2,61
30677,30687,26334022,Master bedroom. 20 min. train to Time Square!,197334240,Angelica,Manhattan,Harlem,40.81493,-73.94403,Private room,69,1,99,2019-12-03,5.68,2,150
15882,15882,13487852,Charming Oldschool NYC Apartment,53316033,Raymond,Manhattan,East Harlem,40.79659,-73.93500999999998,Private room,69,3,0,,,1,0
17771,17771,15081440,Eco  private room for 4 best location to Mahanttan,92493393,Eddie & Lois,Staten Island,West Brighton,40.63215,-74.11403,Private room,69,2,61,2019-11-17,1.69,4,357
47417,47427,39340346,"Premier B room in Downtown Manhattan, Two Bridges",300850080,Jin,Manhattan,Two Bridges,40.71209,-73.99595,Private room,69,1,1,2019-11-04,0.91,3,356
555,555,224004,Artsy Loft-like Harlem Apartment,1165231,Deirdre,Manhattan,Harlem,40.80486,-73.95298000000003,Private room,69,1,66,2019-10-26,0.67,1,0
50288,50304,40468504,3 min to subway - Private room in 3 bedroom apt,312691771,Rose,Manhattan,East Harlem,40.79843,-73.93888000000003,Private room,69,1,1,2019-12-03,1.0,1,357
40399,40409,34737337,"步行9分钟到法拉盛缅街中心的独立房间,提供免费矿泉水(房间随机)",151810361,Thanks,Queens,Flushing,40.76187,-73.82169,Private room,69,1,23,2019-11-21,3.37,5,358
22085,22086,19197983,Beautiful Apartment with Manhattan view.,14249332,Joseph,Queens,Astoria,40.77705,-73.93443,Private room,69,1,82,2019-11-23,2.73,1,49
27835,27845,23214729,"Sunny + Cozy Studio in Prospect Heights, Brooklyn",13133943,Anthony,Brooklyn,Prospect Heights,40.67616,-73.96466,Entire home/apt,69,3,7,2018-11-04,0.32,1,0
49811,49827,40293492,Sensational Space in the Big Apple,311286995,Jay,Manhattan,Harlem,40.82973,-73.94749,Private room,69,1,7,2019-12-02,7.0,3,357
39393,39403,34015258,E & J private stay.,155961583,Jeanette,Brooklyn,Bushwick,40.7007,-73.93401,Private room,69,2,21,2019-10-28,2.94,1,168
33002,33012,28641288,TOWN HOME ONE,63953718,Chai,Queens,Elmhurst,40.73137,-73.87193,Private room,69,2,3,2018-11-15,0.21,1,0
13393,13393,11044453,Convent Ave & 127st Col Univ  RM 2,57049951,Eliahu,Manhattan,Harlem,40.81238,-73.95319,Private room,69,2,132,2019-10-21,2.9,9,359
38051,38061,32815390,Vinyl Studio for Music Lovers,9700935,Daniel,Queens,Astoria,40.75705,-73.90697,Entire home/apt,69,4,0,,,1,0
12661,12661,10101148,Cozy private room in Woodside,51680319,Michael,Queens,Sunnyside,40.74181,-73.90783,Private room,69,1,0,,,1,0
16540,16540,13881135,****THE SUITE LIFE DUPLEX****,923465,Kila,Brooklyn,Bedford-Stuyvesant,40.68821,-73.93758000000003,Private room,69,5,61,2019-11-20,1.53,1,340
20697,20697,17943817,"Private home in the heart of Ridgewood, Queens.",123102489,Mariann,Queens,Glendale,40.69775,-73.89474,Private room,69,2,2,2017-05-08,0.06,1,0
12107,12107,9824042,21st Floor Bedroom in Doorman & Elevator Building,24175837,Greg,Manhattan,Kips Bay,40.74423,-73.97742,Private room,69,4,107,2019-04-15,2.24,2,0
5189,5189,4047638,NYC-Great Cost x Benefit-Huge Room-Next to Subway.,20987432,Valeria,Queens,Astoria,40.7653,-73.92661,Private room,69,4,27,2019-10-13,0.43,1,346
19567,19567,16616410,Vacation in Astoria,62716661,Nelli,Queens,Astoria,40.7566,-73.91974,Private room,69,1,0,,,1,0
7226,7226,5849810,Traveler’s Nest -Straight Train from JFK Airport,5541374,Hassan And Patti,Brooklyn,Bushwick,40.6863,-73.91378,Private room,69,3,141,2019-11-25,2.51,5,64
12691,12691,10120206,Original Cabin 1,51913826,The Bowery House,Manhattan,Nolita,40.72137,-73.99429,Private room,69,1,128,2019-11-29,2.66,11,351
24162,24169,20773223,Manhattan nyc private room 3 A block from ABCD sub,57049951,Eliahu,Manhattan,Harlem,40.81404000000001,-73.95233,Private room,69,2,15,2019-06-13,0.57,9,49
7225,7225,5849386,The Lighthouse - Direct Train ride To JFK Airport,5541374,Hassan And Patti,Brooklyn,Bushwick,40.68638,-73.91368,Private room,69,2,167,2019-11-25,2.95,5,53
23810,23812,20535581,Private Room in a Modern Fort Greene Apartment,3283373,John,Brooklyn,Fort Greene,40.68867,-73.97192,Private room,69,4,8,2019-11-10,0.47,1,47
9394,9394,7700741,Spacious Private Room near train station :-)!,3284564,Mahrokh,Manhattan,Harlem,40.81406,-73.95281999999997,Private room,69,2,1,2015-09-22,0.02,1,0
43656,43666,37215278,UComfy?,280178314,Debra,Queens,Jamaica,40.68659,-73.79,Private room,69,1,11,2019-11-30,2.6,1,365
24157,24164,20772462,Manhattan nyc private room 2 Columbia university,57049951,Eliahu,Manhattan,Harlem,40.81316,-73.95176,Private room,69,2,2,2018-10-22,0.08,9,360
11385,11385,9414496,Gorgeous studio available!,37169371,Shannon,Manhattan,Inwood,40.85945,-73.92834,Entire home/apt,69,1,1,2015-11-27,0.02,1,0
30204,30214,25820809,Shared room for Female   in Hell's Kitchen 3,194031970,Ece,Manhattan,Hell's Kitchen,40.76257,-73.98886,Shared room,69,1,33,2019-10-26,1.83,1,313
34818,34828,30155444,Cozy Room with private bathroom in Crown Heigths,226562416,Saireth,Brooklyn,East Flatbush,40.66093,-73.93893,Private room,69,1,39,2019-12-05,3.18,1,166
22931,22932,19830726,"Cozy Room in Beautiful Harlem Apartment, NYC!",140146581,Natalie And Vince,Manhattan,Harlem,40.82169,-73.94077,Private room,69,1,17,2019-09-08,0.69,1,0
16882,16882,14111092,SweetSpot in Upper Manhattan,85006429,Pedro,Manhattan,Harlem,40.82446,-73.94318,Private room,69,1,74,2019-11-11,1.83,1,0
3639,3639,2446994,Harlem Cool Kid Collective,6186040,Simone,Manhattan,Harlem,40.82835,-73.95174,Private room,69,2,8,2019-11-30,2.14,1,159
16586,16586,13903497,"Stunning, Unique, w/ Private Workspace",2861768,Justin,Manhattan,Harlem,40.81142,-73.95134,Private room,69,15,25,2019-11-26,0.62,2,56
1377,1377,658932,Cozy room on a tree lined street ,3323929,Erika,Queens,Ridgewood,40.69922,-73.90026999999998,Private room,69,1,34,2019-11-16,0.43,1,365
46293,46303,38815987,Cozy One Bedroom Apartment,296980707,Paola,Staten Island,Rossville,40.54724,-74.20877,Entire home/apt,69,1,5,2019-11-30,3.06,1,164
29210,29220,24655787,NYC: Across from Central Park,32008804,David,Manhattan,East Harlem,40.79707,-73.94739,Private room,69,2,68,2019-06-23,3.57,1,0
3086,3086,2008227,Private Studio in Private Home,9539641,Dianne,Bronx,North Riverdale,40.90804,-73.90005,Private room,69,2,154,2019-11-16,2.14,1,340
4331,4331,3251901,Huge Room in Manhattan's Upper West,6726808,Eve,Manhattan,Upper West Side,40.80131,-73.9675,Private room,69,5,2,2017-03-08,0.03,1,0
14740,14740,12685482,Manhattan - Near Subway!,68929870,Ben,Manhattan,Harlem,40.82617,-73.95173,Private room,69,2,0,,,1,0
45496,45506,38405594,Sonder | 116 John | Airy Studio + Fitness Center,219517861,Sonder (NYC),Manhattan,Financial District,40.70812,-74.00631,Entire home/apt,69,2,7,2019-10-02,3.18,310,336
38881,38891,33597052,Uptown Minimalist Chic,130667866,Omar,Manhattan,Washington Heights,40.85549,-73.92789,Private room,69,2,14,2019-11-30,1.7,1,7
6495,6495,4976848,Private Room in the Lower East Side,519554,Umut&Deniz,Manhattan,Lower East Side,40.71904,-73.98962,Private room,69,2,95,2019-11-17,1.62,3,308
15876,15876,13480090,Private Queen Bedroom in Brooklyn,77179176,David,Brooklyn,Gravesend,40.60054,-73.99416,Private room,69,1,0,,,1,0
23497,23498,20231737,"Bright, Clean Room with Private Bathroom",2065453,Ora & Scout,Brooklyn,Crown Heights,40.6775,-73.95404,Private room,69,1,7,2018-09-03,0.27,3,0
19503,19503,16554739,"Enormous, Beautiful Apartment near Prospect Park",26387193,Eman,Brooklyn,Flatbush,40.6528,-73.95805,Entire home/apt,69,1,0,,,1,0
41190,41200,35336447,Sunny and homey room and private bathroom,266035174,Pam And Dali,Brooklyn,Flatbush,40.65377,-73.95926999999998,Private room,69,5,17,2019-11-28,3.05,1,0
23996,24003,20667572,Artist's Room in Prime Bushwick,83948710,Lux,Brooklyn,Bushwick,40.701,-73.91986,Private room,69,1,102,2019-11-30,3.73,1,86
37744,37754,32566536,SUBURBAN VIBES ONLY 25 MINS FROM BARCLAYS CENTER !,244733416,Jacqueline,Brooklyn,Canarsie,40.63626,-73.90696,Entire home/apt,69,1,68,2019-11-30,7.47,1,303
25916,25926,21869167,Manhattan - Private Room - 1 mn Subway/Metro,57002433,Lucile,Manhattan,East Harlem,40.8001,-73.94081,Private room,69,1,85,2019-08-29,3.5,2,0
37353,37363,32207083,Convent Ave & 127st Col Univ  RM 2,57049951,Eliahu,Manhattan,Harlem,40.81332,-73.95309,Private room,69,1,1,2019-04-10,0.12,9,360
16376,16376,13761654,Great room in a spacious apartment DT Manhattan,327900,T,Manhattan,Lower East Side,40.72144,-73.98655,Private room,69,1,10,2016-12-18,0.24,2,125
4005,4005,2870603,One Bedroom Apartment,14204809,Alwin,Queens,Jackson Heights,40.75625,-73.87541999999998,Entire home/apt,69,3,88,2019-11-19,1.3,1,53
49853,49869,40307722,Beautiful Space in the Big Apple,311286995,Jay,Manhattan,Harlem,40.82982,-73.94891,Private room,69,1,1,2019-11-24,1.0,3,362
9621,9621,7856476,"Private floor with private half-bath, living area",24629261,Natalie,Staten Island,Randall Manor,40.63878,-74.10636,Private room,69,3,27,2019-10-31,0.54,1,211
8710,8710,7114665,Large room,34866720,Louis,Queens,Ridgewood,40.70866,-73.90578000000002,Private room,69,1,0,,,1,0
31566,31576,27275273,Bushwick Bed Heads,178755,Kristine,Brooklyn,Bushwick,40.69286,-73.92661,Private room,69,2,14,2019-11-08,0.89,1,37
27140,27150,22483942,Home Away from Home: The Cerebral Room,130971031,J-,Brooklyn,Bushwick,40.70093,-73.91864,Private room,69,2,28,2019-10-15,1.21,4,93
19614,19614,16665181,Romantic hide out in brooklyn,110218367,Amy,Brooklyn,Bedford-Stuyvesant,40.68314,-73.92981,Private room,69,2,110,2019-11-24,3.24,1,156
27598,27608,22971913,.Melinda's Place,170265686,Arlene,Brooklyn,Crown Heights,40.66615,-73.95425999999998,Entire home/apt,69,3,109,2019-11-21,4.95,1,1
19869,19869,16960859,Private Room In Clean Quiet Apt,17791467,Anthony,Manhattan,Harlem,40.8236,-73.93755,Private room,69,2,70,2018-08-01,2.03,2,0
47435,47445,39348262,"Sunny room C in Downtown Manhattan, Two Bridges",300850080,Jin,Manhattan,Two Bridges,40.71165,-73.99459,Private room,69,1,8,2019-11-10,5.33,3,357
25019,25029,21364473,Newly Renovated Brownstone 1BR with Private Deck,1282611,Chris,Brooklyn,Bedford-Stuyvesant,40.68409000000001,-73.93826999999997,Entire home/apt,69,4,7,2019-01-01,0.29,1,0
28489,28499,23861367,"Love Nest, Just for 2",21721684,S.,Brooklyn,Bushwick,40.68469,-73.90760999999998,Entire home/apt,69,3,87,2019-11-21,4.19,2,178
12221,12221,9879216,Stay in a doll factory!,5229579,Ryan,Brooklyn,Williamsburg,40.71811,-73.96222,Private room,69,3,0,,,3,0
23289,23290,20076056,Cozy Room in Upper-East Side Tower,67127998,Mark,Manhattan,Upper East Side,40.7811,-73.95003,Private room,69,20,3,2018-06-23,0.11,1,0
11464,11464,9469009,Luxury Studio in Artsy Brooklyn,15674613,Masha,Brooklyn,Bushwick,40.69395,-73.92418,Entire home/apt,69,10,11,2017-06-25,0.24,1,341
42248,42258,36100457,*Huge 11' (CH) apt w/ king bed and private bath*,268135013,Noel,Brooklyn,Bushwick,40.69485,-73.92759000000002,Private room,69,1,18,2019-11-27,3.38,4,69
15272,15272,13109817,Private room available for summer,23147852,Briana,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94515,Private room,69,90,0,,,1,365
16365,16365,13752815,"Bright, Spacious Room Near Beach & Subway",36234811,Anna,Queens,Arverne,40.59051,-73.79151999999998,Private room,69,1,62,2019-10-24,1.49,4,180
40178,40188,34547439,Summer spot!,157666408,Semika,Brooklyn,East Flatbush,40.64268,-73.95132,Private room,70,4,0,,,1,0
40650,40660,34948812,Private Room in Heart of Williamsburg!,30590073,Michael,Brooklyn,Williamsburg,40.71839,-73.95876,Private room,70,1,16,2019-11-28,4.03,3,56
16683,16683,13960907,Quiet and Sunny bedroom @Williamsburg bedford,11040921,Nicolas,Brooklyn,Williamsburg,40.71576,-73.95586,Private room,70,2,3,2016-08-31,0.07,1,0
39445,39455,34061095,Empty Spacious Unfurnished 1 Bedroom Apartment,7228431,Susan,Bronx,Parkchester,40.83908,-73.86041999999998,Entire home/apt,70,93,0,,,1,173
6411,6411,4891616,"Very spacious, clean Manhattan Apt",25168328,Daniel,Manhattan,Harlem,40.82389000000001,-73.94033,Entire home/apt,70,1,1,2016-02-01,0.02,1,0
28649,28659,24036655,Charming 1 Bedroom apt at Bayridge,49219601,Alex,Brooklyn,Fort Hamilton,40.62225,-74.03444,Entire home/apt,70,1,2,2018-09-16,0.13,1,0
13895,13895,11689818,Spacious Brooklyn Apartment,22808020,Genevieve,Brooklyn,Bushwick,40.69473,-73.91882,Entire home/apt,70,7,1,2016-08-09,0.02,1,0
23756,23757,20482768,Cozy stay in Brooklyn (Sheepshead Bay Area),35040795,Sergii,Brooklyn,Sheepshead Bay,40.58779000000001,-73.94703,Private room,70,1,0,,,1,0
32419,32429,28053933,"Comfy, Convenient, & Private Rm In Manhattan NYC",126155532,Seyoum,Manhattan,Washington Heights,40.85053,-73.93027,Private room,70,4,43,2019-11-27,2.86,1,147
2228,2228,1178389,"Beautiful, clean 1-bdrm private apt",6447462,Adam,Manhattan,Washington Heights,40.8506,-73.94023,Entire home/apt,70,6,20,2019-09-04,0.26,1,0
26620,26630,22205622,Spacious Bedroom in apartment in Hamilton Heights,162263721,Magda,Manhattan,Harlem,40.82892,-73.95082,Private room,70,3,0,,,1,0
32596,32606,28222556,Hamilton Heights/City College,213172811,James,Manhattan,Harlem,40.82266,-73.95481,Private room,70,1,1,2019-08-10,0.25,1,88
16692,16692,13971471,Nice Room in Charming Apartment,8338942,Victor,Manhattan,Nolita,40.72363,-73.99546,Shared room,70,1,273,2019-11-22,6.67,4,51
20736,20736,17993317,Beginning and ending your New York Vacation!,116408324,Ezel,Queens,Bayside,40.76169,-73.76813,Private room,70,2,22,2019-10-20,0.68,1,364
18052,18052,15394295,1 Bedroom (Full) Mins From JFK and Casino,52997121,Iwona,Queens,Jamaica,40.67603,-73.78217,Private room,70,1,29,2019-01-09,0.78,4,11
44512,44522,37800315,Private room  + Tons of Bars & Cafes!,285988114,,Manhattan,Upper East Side,40.77262,-73.9467,Private room,70,30,0,,,2,353
22416,22417,19448302,Large Artsy Brooklyn Basement with windows,10980633,Javier,Brooklyn,Bedford-Stuyvesant,40.69294,-73.94275,Private room,70,4,0,,,1,0
2283,2283,1240530,Large Sunny Room in Brooklyn,6762247,Thomas,Brooklyn,Bushwick,40.69107,-73.91995,Private room,70,3,12,2018-07-27,0.51,2,0
22456,22457,19477677,Huge sunny room next to subway!,25038748,Justin,Manhattan,Harlem,40.82119,-73.95583,Private room,70,4,11,2019-05-11,0.38,1,0
20979,20979,18254259,Beautiful and spacious private room!,3788839,Lorenzo & Alex,Brooklyn,Bedford-Stuyvesant,40.68318,-73.92529,Private room,70,28,17,2019-10-24,0.54,4,333
20975,20975,18253290,Pleasant one bed room apartment in Greenpoint!,17049693,Anastasia,Brooklyn,Greenpoint,40.7288,-73.95408,Entire home/apt,70,13,8,2017-08-28,0.27,1,0
25650,25660,21739805,*Boogie Down Private and comfortable stay*,158344372,Rashida,Bronx,Wakefield,40.88688,-73.84789,Private room,70,1,8,2019-10-13,0.86,1,365
5907,5907,4612401,Bushwick Pad,21906247,Sam,Brooklyn,Bedford-Stuyvesant,40.69295,-73.93536999999998,Private room,70,1,0,,,1,0
13619,13619,11389037,Private room in Greenpoint Apt.,51425591,Matthew,Brooklyn,Greenpoint,40.72347,-73.94199,Private room,70,1,0,,,1,0
35058,35068,30330519,Spacious room near Columbia University,159142440,Chien-Ni,Manhattan,Upper West Side,40.80401,-73.96635,Private room,70,1,7,2019-06-05,0.59,1,0
50415,50431,40509122,"Spacious, sun-drenched private room",25858923,Mary,Brooklyn,Dyker Heights,40.63195,-74.0132,Private room,70,2,0,,,1,88
46623,46633,38999408,"The Landing@Brooklyn
Christmas in the City Sale!",230366042,Tabitha,Brooklyn,East Flatbush,40.65951,-73.93036,Entire home/apt,70,1,13,2019-11-30,7.22,1,146
46923,46933,39132093,Cozy room in the LOFT! GREAT VALUE AND LOCATION2,253332603,Alex,Brooklyn,East Flatbush,40.63538,-73.94927,Private room,70,1,7,2019-11-16,3.39,4,362
30538,30548,26186295,Cozy  room **10 Mins away from JFK Airport **,196701166,Dee,Queens,Rosedale,40.65376,-73.74056999999998,Private room,70,7,1,2018-06-24,0.06,1,0
42986,42996,36663300,Private room in the heart of Bushwick.,25385695,Quetzal,Brooklyn,Bushwick,40.69604,-73.91922,Private room,70,1,1,2019-07-14,0.21,1,29
24381,24389,20946693,The Little Nook 1,143041708,Verna,Brooklyn,East Flatbush,40.63568,-73.94745999999998,Private room,70,4,0,,,1,88
26616,26626,22205277,Modern Luxury Condo (Midtown West),162261784,Mariam,Manhattan,Hell's Kitchen,40.7687,-73.99184,Shared room,70,4,1,2018-01-01,0.04,1,0
22301,22302,19362649,upstairs single with queens bed and all decorative,101657794,Dr. Shirin,Queens,Briarwood,40.70848,-73.80606999999998,Private room,70,1,22,2017-09-30,0.74,7,365
6414,6414,4896937,Cute 1 Bedroom in 2BR Apartment,9845403,Lenur,Queens,Long Island City,40.75358,-73.92336,Private room,70,1,0,,,1,0
13604,13604,11371974,1 bedroom Apt in Prospect Heights,32974295,Jacqueline,Brooklyn,Prospect Heights,40.67893,-73.97068,Entire home/apt,70,1,0,,,1,0
6494,6494,4974843,Charming private Studio,25641892,Tonia,Staten Island,West Brighton,40.63182000000001,-74.124,Entire home/apt,70,2,206,2019-11-05,3.49,1,243
6515,6515,4991895,"Bright & spacious room, 2 minutes to subway!",10635169,Jin,Brooklyn,Crown Heights,40.67067,-73.95693,Private room,70,1,73,2019-12-01,4.56,1,64
26609,26619,22203734,Charming 1 bedroom APT in the heart of Astoria,90285941,Abhi,Queens,Astoria,40.76337,-73.92801,Entire home/apt,70,4,1,2018-01-05,0.04,1,0
